email_time_center
0.12
0.005
0.0016666666666666668
0.02
0.4
0.0
0.02
0.1
0.005
0.01
0.01
0.02
0.25
0.01
0.0
0.0016666666666666668
0.01
0.02
0.0
0.005
0.05
0.02
0.01
0.07
0.015
0.6
0.04
0.2
0.45
0.02
0.01
0.0
0.07
0.02
0.25
0.0075
0.0033333333333333335
0.01
0.6
0.0033333333333333335
0.0
0.44
0.01
0.01
0.15
0.1
0.4
0.02
0.02
0.6
0.05
0.05
0.15
0.01
0.1
0.0
0.05
0.03
0.02
0.04
0.0075
0.07
0.01
0.5
0.01
0.01
0.1
0.2
0.4
0.2
0.035
0.01
0.08
0.01
0.01
0.0016666666666666668
0.3
0.005
0.5
0.02
0.05
0.2
0.01
0.03
0.4
0.0
0.05
0.1
0.07
0.01
0.0025
0.01
0.3
0.2
0.01
0.01
0.01
0.01
0.08
0.0
0.0
0.01
0.04
0.25
0.04
0.01
0.12
0.42
0.02
0.05
0.1
0.05
0.1
0.005
0.04
0.12
0.02
0.0033333333333333335
0.02
0.01
0.0
0.08
0.08
0.05
0.05
0.05
0.02
0.08
0.02
0.2
0.01
0.0003333333333333333
0.0016666666666666668
0.0016666666666666668
0.0
0.01
0.07
0.01
0.1
0.2
0.08
0.01
0.02
0.02
0.02
0.01
0.9
0.1
0.02
0.75
0.05
0.01
0.01
0.0
0.0016666666666666668
0.05
0.01
0.25
0.06
0.016666666666666666
0.1
0.08
0.02
0.01
0.1
0.0
0.03
0.02
0.1
0.2
0.22
0.2
0.03
0.0
0.01
0.2
0.03
0.03
0.01
0.0
0.5
0.1
0.0033333333333333335
0.02
0.03
0.0025
0.5
0.03
0.05
0.12
0.15
0.02
0.0
0.02
0.12
0.15
0.0
0.0
0.0
0.15
0.15
0.1
0.03
0.01
0.08
0.0008333333333333334
0.01
0.0016666666666666668
0.005
0.03
0.02
0.02
0.4
0.03
0.009833333333333333
0.00016666666666666666
0.12
0.1
0.12
0.25
0.24
0.005
0.32
0.1
0.02
0.05
0.01
0.1
0.21
0.06
0.03
0.1
0.06
0.3
0.1
0.2
0.08
0.1
0.005
0.1
0.3
0.22
0.03
0.12
0.07
0.07
0.3
0.02
0.025
0.4
0.3
0.15
0.0
0.07
0.125
0.05
0.1
0.2
0.02
0.5
0.1
0.0
0.28
0.0
0.0033333333333333335
0.2
0.0008333333333333334
0.03
0.0
0.0033333333333333335
0.25
0.07
0.011666666666666667
0.07
0.02
0.1
0.56
0.35
0.1
0.2
0.02
0.02
0.1
0.01
0.1
0.04
0.01
0.01
0.0
0.0
0.01
0.03
0.02
0.12
0.2
0.04
0.0
0.04
0.0
0.45
0.4
0.07
0.02
0.005
0.14
0.03
0.12
0.0003333333333333333
0.011666666666666667
0.0008333333333333334
0.02
0.6
0.0033333333333333335
0.005
0.2
0.01
0.07
0.2
0.025
0.07
0.01
0.1
0.3
0.05
0.0
0.006666666666666667
0.0016666666666666668
0.2
0.04
0.1
0.01
0.02
0.08
0.01
0.02
0.06
0.1
0.0
0.02
0.01
0.0003333333333333333
0.04
0.03
0.1
0.02
0.0
0.01
0.01
0.01
0.03
0.05
0.6
0.1
0.1
0.08
0.15
0.0
0.0
0.1
0.1
0.02
0.32
0.0033333333333333335
0.01
0.05
0.05
0.1
0.03
0.005
0.01
0.0
0.01
0.1
0.01
0.00016666666666666666
0.12
0.03
0.03
0.05
0.03
0.01
0.005
0.3
0.1
0.04
0.09
0.0
0.1
0.0016666666666666668
0.08
0.01
0.01
0.2
0.07
0.0
0.01
0.0008333333333333334
0.0033333333333333335
0.0003333333333333333
0.3
0.15
0.22
0.01
0.0
0.05
0.08
0.0
0.0
0.01
0.01
0.07
0.05
0.04
0.005
0.21
0.1
0.05
0.0
0.02
0.01
0.02
0.0
0.2
0.08
0.08
0.01
0.02
0.2025
0.05
0.01
0.1
0.0
0.02
0.06
0.015
0.06
0.02
0.01
0.45
0.05
0.01
0.22
0.01
0.02
0.02
0.0
0.01
0.04
0.2
0.2
0.02
0.0
0.01
0.03
0.0
0.2
0.015
0.7
0.2
0.03
0.0003333333333333333
0.0
0.01
0.004166666666666667
0.01
0.01
0.04
0.03
0.005
0.01
0.0
0.5
0.011666666666666667
0.01
0.05
0.2
0.2
0.02
0.0
0.06
0.1
0.14
0.08
0.01
0.0033333333333333335
0.015
0.0
0.3
0.02
0.05
0.01
0.0033333333333333335
0.06
0.4
0.5
0.03
0.1
0.0
0.006666666666666667
0.005
0.15
0.1
0.01
0.0025
0.0
0.05
0.0
0.2
0.005
0.02
0.0
0.2
0.0075
0.15
0.25
0.08
0.25
0.05
0.02
0.01
0.005
0.04
0.0016666666666666668
0.1
0.1
0.12
0.0
0.02
0.01
0.1
0.01
0.02
0.0
0.03
0.01
0.05
0.01
0.2
0.011666666666666667
0.05
0.2
0.0
0.3
0.01
0.0
0.0
0.3
0.1
0.07
0.4
0.01
0.01
0.4
0.35
0.02
0.02
0.0
0.01
0.0
0.005
0.005
0.005
0.01
0.01
0.03
0.12
0.005
0.05
0.3
0.005
0.03
0.03
0.3
0.15
0.1
0.04
0.04
0.0
0.01
0.005
0.01
0.06
0.15
0.01
0.05
0.01
0.02
0.15
0.04
0.47
0.4
0.08
0.005
0.015
0.12
0.08
0.2
0.01
0.02
0.1
0.15
0.2
0.15
0.1
0.05
0.01
0.01
0.02
0.02
0.02
0.15
0.015
0.085
0.01
0.17
0.02
0.02
0.3
0.0
0.07
0.1
0.01
0.0
0.02
0.08
0.0
0.02
0.0
0.01
0.02
0.005
0.4
0.0
0.01
0.0033333333333333335
0.005
0.02
0.0
0.01
0.15
0.01
0.095
0.03
0.0016666666666666668
0.005
0.05
0.02
0.01
0.015
0.0
0.025
0.07
0.02
0.04
0.0
0.2
0.02
0.01
0.01
0.0016666666666666668
0.4
0.03
0.0025
0.01
0.01
0.0175
0.0025
0.0033333333333333335
0.01
0.02
0.01
0.0033333333333333335
0.04
0.25
0.05
0.01
0.4
